CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,Sin especificar,Sin especificar,,Sin especificar,,11782
Con hielo,"Luz del día natural, solar",Despejado,,Nivel blanco,,11783
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11784
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11785
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11786
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Se desconoce,,11787
Seco y limpio,Sin luz natural y con iluminación artificial encen,Se desconoce,,Se desconoce,,11788
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11789
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,11790
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11791
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,11792
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,11793
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11794
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11795
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11796
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,11797
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,11798
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11799
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11800
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11801
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11802
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11803
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11804
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11805
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11806
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,11807
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Sin especificar,,11808
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11809
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Sin especificar,,11810
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,11811
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11812
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11813
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11814
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11815
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11816
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,11817
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11818
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11819
Seco y limpio,"Luz del día natural, solar",Lluvia fuerte,,Nivel verde,,11820
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,11821
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11822
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11823
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11824
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11825
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11826
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11827
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11828
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11829
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11830
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11831
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11832
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11833
Mojado,"Luz del día natural, solar",Despejado,,Nivel verde,,11834
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11835
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11836
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11837
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11838
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11839
Mojado,Sin luz natural y con iluminación artificial encen,Nublado,,Nivel verde,,11840
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11841
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,11842
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11843
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11844
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,11845
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11846
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11847
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11848
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11849
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,11850
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11851
Se desconoce,"Luz del día natural, solar",Despejado,,Nivel blanco,,11852
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel verde,,11853
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11854
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,11855
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Sin especificar,,11856
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11857
Seco y limpio,Sin luz natural ni artificial,Nublado,,Nivel blanco,,11858
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,11859
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,11860
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11861
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11862
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11863
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11864
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11865
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11866
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11867
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11868
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11869
Seco y limpio,"Luz del día natural, solar",Despejado,,Se desconoce,,11870
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11871
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11872
Mojado,Sin luz natural ni artificial,Lluvia débil,,Nivel blanco,,11873
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11874
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11875
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11876
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11877
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Nublado,,Nivel blanco,,11878
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11879
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11880
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11881
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11882
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11883
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11884
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11885
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11886
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,11887
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11888
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11889
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11890
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,11891
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11892
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11893
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11894
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11895
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,Niebla intensa,Nivel blanco,,11896
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11897
Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,11898
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11899
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11900
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11901
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11902
Seco y limpio,Sin luz natural ni artificial,Despejado,,Sin especificar,,11903
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11904
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,11905
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11906
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,11907
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,11908
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,11909
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11910
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11911
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11912
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Sin especificar,,11913
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,11914
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11915
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11916
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,11917
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11918
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11919
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11920
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11921
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11922
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11923
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11924
Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,11925
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11926
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11927
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11928
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11929
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,11930
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11931
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11932
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11933
Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,11934
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11935
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11936
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11937
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11938
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11939
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11940
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11941
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11942
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11943
Con aceite,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,11944
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11945
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11946
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11947
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11948
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11949
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11950
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11951
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11952
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,11953
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11954
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11955
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11956
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11957
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11958
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11959
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11960
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11961
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11962
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11963
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11964
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11965
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,11966
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11967
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,11968
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel verde,,11969
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11970
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,11971
Seco y limpio,"Amanecer o atardecer, con luz artificial",Se desconoce,,Nivel blanco,,11972
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11973
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,11974
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11975
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11976
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11977
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11978
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11979
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11980
Seco y limpio,"Amanecer o atardecer, con luz artificial",Se desconoce,,Nivel blanco,,11981
Seco y limpio,"Amanecer o atardecer, con luz artificial",Nevando,,Nivel blanco,,11982
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,11983
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11984
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11985
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11986
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11987
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11988
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,11989
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11990
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11991
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,11992
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11993
Seco y limpio,"Amanecer o atardecer, con luz artificial",Se desconoce,,Nivel blanco,,11994
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,11995
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,11996
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11997
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11998
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,11999
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12000
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,12001
Seco y limpio,"Amanecer o atardecer, con luz artificial",Se desconoce,,Nivel verde,,12002
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Nivel blanco,,12003
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12004
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12005
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12006
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12007
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12008
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12009
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel amarillo,,12010
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12011
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12012
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12013
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12014
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12015
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12016
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12017
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12018
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12019
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12020
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel amarillo,,12021
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel amarillo,,12022
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12023
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,12024
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,12025
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12026
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12027
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12028
Seco y limpio,Sin especificar,Sin especificar,,Sin especificar,,12029
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12030
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel amarillo,,12031
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12032
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12033
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,Viento fuerte,12034
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12035
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12036
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12037
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12038
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12039
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel verde,,12040
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12041
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12042
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12043
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12044
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12045
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12046
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12047
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12048
Mojado,"Luz del día natural, solar",Despejado,,Nivel blanco,,12049
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12050
Sin especificar,Sin especificar,Sin especificar,,Sin especificar,,12051
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12052
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,12053
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel verde,,12054
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12055
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12056
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel verde,,12057
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,12058
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,12059
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12060
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12061
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12062
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12063
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12064
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12065
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12066
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12067
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12068
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12069
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,12070
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12071
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12072
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12073
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12074
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12075
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12076
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12077
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12078
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12079
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12080
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12081
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12082
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12083
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12084
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12085
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12086
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12087
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12088
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12089
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,12090
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,12091
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12092
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12093
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12094
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12095
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12096
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12097
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,Viento fuerte,12098
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,12099
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12100
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12101
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,12102
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel amarillo,,12103
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12104
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12105
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,12106
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,12107
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12108
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12109
Mojado,Sin luz natural ni artificial,Lluvia débil,,Nivel blanco,,12110
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12111
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12112
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12113
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel amarillo,,12114
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,12115
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12116
Mojado,"Luz del día natural, solar",Nublado,,Nivel blanco,,12117
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel verde,,12118
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12119
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12120
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12121
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,12122
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel amarillo,,12123
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12124
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel rojo,,12125
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12126
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12127
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,12128
Seco y limpio,Sin luz natural ni artificial,Despejado,,Nivel blanco,,12129
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,12130
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,12131
