CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,CV-875,Otro,"Provincial, Cabildo/Consell",Ascendente,14712
,A-7,Autovía,Estatal,Descendente,14713
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14714
,CV9206,Vía para automóviles,"Provincial, Cabildo/Consell",Ascendente,14715
,AP-7,Autopista libre,Estatal,Ascendente,14716
,No inventariada,Calle,Municipal,Ambos,14717
,CV-859,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14718
,CV-725,Carretera Convencional de calzada única,Autonómica,Descendente,14719
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,14720
,No inventariada,Calle,Municipal,Se desconoce,14721
,No inventariada,Recinto delimitado,Municipal,Se desconoce,14722
,CV-725,Carretera Convencional de calzada única,Autonómica,Ascendente,14723
,CV-725,Carretera Convencional de calzada única,Autonómica,Descendente,14724
N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,14725
,No inventariada,Calle,Municipal,Se desconoce,14726
,No inventariada,Calle,Municipal,Se desconoce,14727
,CV-725,Carretera Convencional de calzada única,Autonómica,Descendente,14728
,No inventariada,Calle,Municipal,Se desconoce,14729
,CV-736,Carretera Convencional de calzada única,Autonómica,Descendente,14730
,No inventariada,Calle,Municipal,Se desconoce,14731
,No inventariada,Recinto delimitado,Municipal,Se desconoce,14732
,No inventariada,Calle,Municipal,Se desconoce,14733
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14734
,No inventariada,Calle,Municipal,Se desconoce,14735
,No inventariada,Calle,Municipal,Se desconoce,14736
,No inventariada,Calle,Municipal,Se desconoce,14737
,No inventariada,Calle,Municipal,Se desconoce,14738
,No inventariada,Calle,Municipal,Se desconoce,14739
,No inventariada,Calle,Municipal,Se desconoce,14740
,No inventariada,Calle,Municipal,Se desconoce,14741
,No inventariada,Calle,Municipal,Se desconoce,14742
,No inventariada,Calle,Municipal,Se desconoce,14743
,CV-725,Carretera Convencional de calzada única,Autonómica,Descendente,14744
,No inventariada,Recinto delimitado,Otra,Se desconoce,14745
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14746
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14747
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14748
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14749
,CV-736,Carretera Convencional de calzada única,Autonómica,Ascendente,14750
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14751
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14752
,CV-730,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14753
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14754
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14755
,No inventariada,Calle,Municipal,Se desconoce,14756
CV-723,CV-725,Carretera Convencional de doble calzada,Autonómica,Descendente,14757
,CV-725,Carretera Convencional de doble calzada,Autonómica,Descendente,14758
,CV-738,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14759
,No inventariada,Calle,Municipal,Se desconoce,14760
,No inventariada,Calle,Municipal,Se desconoce,14761
,No inventariada,Calle,Municipal,Se desconoce,14762
,CV-736,Carretera Convencional de calzada única,Autonómica,Ascendente,14763
,No inventariada,Calle,Municipal,Se desconoce,14764
,No inventariada,Calle,Municipal,Se desconoce,14765
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14766
,AP-7,Autopista libre,Estatal,Descendente,14767
,No inventariada,Calle,Municipal,Se desconoce,14768
,No inventariada,Calle,Municipal,Se desconoce,14769
,No inventariada,Calle,Municipal,Se desconoce,14770
,No inventariada,Calle,Municipal,Se desconoce,14771
,No inventariada,Calle,Municipal,Se desconoce,14772
CV-725,CV-724,Carretera Convencional de calzada única,Autonómica,Descendente,14773
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14774
,No inventariada,Calle,Municipal,Se desconoce,14775
,No inventariada,Calle,Municipal,Se desconoce,14776
,No inventariada,Calle,Municipal,Se desconoce,14777
,No inventariada,Calle,Municipal,Se desconoce,14778
,CV-723,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14779
,No inventariada,Calle,Municipal,Se desconoce,14780
,CV-912,Carretera Convencional de calzada única,Autonómica,Ascendente,14781
,CV-9218,Carretera Convencional de calzada única,Municipal,Ascendente,14782
,CV9218,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14783
,A-7,Autovía,Estatal,Descendente,14784
,A-7,Autovía,Estatal,Ascendente,14785
,EL-20,Autovía,Estatal,Descendente,14786
,No inventariada,Otro,Municipal,Se desconoce,14787
,CAMI FONDO,Camino vecinal,Municipal,Ascendente,14788
N-340,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14789
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14790
EL-20,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14791
,A-7,Autovía,Estatal,Ascendente,14792
CV-849,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14793
,A-70,Autovía,Estatal,Descendente,14794
CV-851,EL-20,Autovía,Estatal,Descendente,14795
EL-20,EL-20,Autovía,Estatal,Ascendente,14796
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14797
N-340,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14798
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14799
,N-340,Carretera Convencional de doble calzada,Estatal,Ascendente,14800
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14801
,CV-857,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14802
,CV-855,Carretera Convencional de calzada única,Autonómica,Descendente,14803
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14804
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14805
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14806
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14807
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14808
,EL-20,Autovía,Estatal,Descendente,14809
EL-20,EL-20,Autovía,Estatal,Descendente,14810
EL-20,A-79,Autovía,Otra,Descendente,14811
EL-20,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14812
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14813
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14814
,EL-20,Autovía,Estatal,Descendente,14815
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14816
,A-7,Autovía,Estatal,Ascendente,14817
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14818
,A-7,Autovía,Estatal,Ascendente,14819
,N-340,Ramal de enlace,Estatal,Ascendente,14820
CV-851,CV-855,Carretera Convencional de doble calzada,Autonómica,Ambos,14821
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14822
EL-20,EL-20,Autovía,Estatal,Descendente,14823
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14824
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14825
,CV-853,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,14826
EL-20,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14827
,A-7,Autovía,Estatal,Ascendente,14828
,A-7,Autovía,Estatal,Ascendente,14829
,N-338,Autovía,Estatal,Descendente,14830
EL-20,CV-86,Carretera Convencional de doble calzada,Autonómica,Descendente,14831
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14832
,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14833
,N-340,Carretera Convencional de doble calzada,Estatal,Ascendente,14834
,A-70,Autovía,Estatal,Descendente,14835
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14836
,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14837
,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14838
,N-340,Autovía,Estatal,Ascendente,14839
,A-70,Autovía,Estatal,Descendente,14840
,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,14841
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14842
,A-7,Autovía,Estatal,Descendente,14843
,A-70,Autovía,Estatal,Ascendente,14844
,No inventariada,Camino vecinal,Municipal,Ascendente,14845
,A-70,Autovía,Estatal,Descendente,14846
CV-853,EL-20,Autovía,Estatal,Descendente,14847
EL-20,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14848
,CV-857,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14849
,EL-20,Autovía,Estatal,Ascendente,14850
N-340,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14851
,A-7,Autovía,Estatal,Descendente,14852
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14853
CV-855,CV-855,Carretera Convencional de calzada única,Autonómica,Ascendente,14854
,A-7,Autovía,Estatal,Ascendente,14855
,A-7,Autovía,Estatal,Ascendente,14856
,A-7,Autovía,Estatal,Ascendente,14857
,No inventariada,Calle,Municipal,Se desconoce,14858
,A-70,Autovía,Estatal,Ascendente,14859
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14860
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,14861
,A-70,Autovía,Estatal,Ascendente,14862
,CV-855,Carretera Convencional de doble calzada,Autonómica,Descendente,14863
,EL-20,Autovía,Estatal,Ascendente,14864
,CV-849,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Descendente,14865
,A-7,Autovía,Estatal,Descendente,14866
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14867
A-70,A-7,Autovía,Estatal,Descendente,14868
,A-70,Autovía,Estatal,Descendente,14869
N-340,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14870
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14871
CV-853,N-332,Carretera Convencional de calzada única,Estatal,Ambos,14872
,CV-86,Carretera Convencional de doble calzada,Autonómica,Ascendente,14873
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14874
CV-865,EL-20,Autovía,Estatal,Ascendente,14875
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14876
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14877
,EL-20,Autovía,Estatal,Ascendente,14878
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14879
,N-340,Carretera Convencional de doble calzada,Estatal,Descendente,14880
,A-7,Autovía,Estatal,Ascendente,14881
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14882
CV-853,EL-20,Autovía,Estatal,Descendente,14883
,EL-20,Autovía,Estatal,Descendente,14884
,CV-875,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14885
,A-70,Autovía,Estatal,Descendente,14886
,N-340,Carretera Convencional de calzada única,Estatal,Ascendente,14887
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14888
,A-70,Autovía,Estatal,Descendente,14889
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14890
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14891
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14892
,A-70,Autovía,Estatal,Descendente,14893
,CV-875,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14894
CV-853,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14895
,CV-851,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14896
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14897
CV-854,EL-20,Autovía,Estatal,Ascendente,14898
,CV-854,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14899
,EL-20,Autovía,Estatal,Ascendente,14900
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14901
CV-853,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14902
,CV-853,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14903
,CV-849,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14904
,A-70,Autovía,Estatal,Descendente,14905
,CV-86,Carretera Convencional de doble calzada,Autonómica,Descendente,14906
,A-70,Autovía,Estatal,Descendente,14907
,A-7,Autovía,Estatal,Ascendente,14908
,N-340,Camino vecinal,Estatal,Ascendente,14909
,CV-856,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14910
CV-865,EL-20,Autovía,Estatal,Ascendente,14911
,A-70,Autovía,Estatal,Descendente,14912
N-340,N-340,Carretera Convencional de doble calzada,Estatal,Descendente,14913
CV-854,EL-20,Autovía,Estatal,Ascendente,14914
,No inventariada,Calle,Municipal,Se desconoce,14915
,No inventariada,Calle,Municipal,Se desconoce,14916
,No inventariada,Calle,Municipal,Se desconoce,14917
CV-865,EL-20,Autovía,Estatal,Ascendente,14918
,No inventariada,Calle,Municipal,Se desconoce,14919
N-338,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,14920
,N-340,Carretera Convencional de doble calzada,Estatal,Ascendente,14921
,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,14922
,CV-850,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14923
,A-70,Autovía,Estatal,Descendente,14924
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,14925
,CV-84,Carretera Convencional de doble calzada,Autonómica,Descendente,14926
,CV-8352,Carretera Convencional de doble calzada,Autonómica,Ascendente,14927
,CV-83,Carretera Convencional de doble calzada,Autonómica,Ascendente,14928
A-31,CV-83,Otro,Autonómica,Descendente,14929
,A-31,Autovía,Estatal,Descendente,14930
,CV-8354,Carretera Convencional de doble calzada,Autonómica,Ascendente,14931
,A-31,Autovía,Estatal,Ascendente,14932
,CAMINO CAM,Camino vecinal,Municipal,Ambos,14933
,No inventariada,Calle,Municipal,Se desconoce,14934
,CV-83,Carretera Convencional de calzada única,Autonómica,Ascendente,14935
,No inventariada,Calle,Municipal,Se desconoce,14936
,CV-8354,Carretera Convencional de calzada única,Municipal,Descendente,14937
,No inventariada,Calle,Municipal,Se desconoce,14938
,No inventariada,Calle,Municipal,Se desconoce,14939
,No inventariada,Calle,Municipal,Se desconoce,14940
,No inventariada,Calle,Municipal,Se desconoce,14941
,No inventariada,Calle,Municipal,Se desconoce,14942
,No inventariada,Calle,Municipal,Se desconoce,14943
,CV-83,Carretera Convencional de calzada única,Autonómica,Descendente,14944
CV-767,N-332,Ramal de enlace,Estatal,Ascendente,14945
,CV-767,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14946
,No inventariada,Calle,Municipal,Se desconoce,14947
,No inventariada,Calle,Municipal,Se desconoce,14948
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14949
,No inventariada,Calle,Municipal,Se desconoce,14950
,No inventariada,Otro,Otra,Se desconoce,14951
,CV-758,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14952
,No inventariada,Calle,Municipal,Se desconoce,14953
,No inventariada,Calle,Municipal,Se desconoce,14954
,CV-767,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14955
,No inventariada,Calle,Municipal,Se desconoce,14956
CV-767,No inventariada,Calle,Municipal,Se desconoce,14957
,No inventariada,Calle,Municipal,Se desconoce,14958
,No inventariada,Calle,Otra,Se desconoce,14959
,No inventariada,Calle,Municipal,Se desconoce,14960
,No inventariada,Recinto delimitado,Otra,Se desconoce,14961
,No inventariada,Calle,Municipal,Se desconoce,14962
,No inventariada,Otro,Otra,Ambos,14963
,CV-767,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,14964
,No inventariada,Calle,Municipal,Se desconoce,14965
,No inventariada,Calle,Municipal,Se desconoce,14966
,No inventariada,Calle,Municipal,Se desconoce,14967
,No inventariada,Calle,Municipal,Se desconoce,14968
,CV-767,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,14969
CV-767,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14970
,No inventariada,Calle,Municipal,Se desconoce,14971
,No inventariada,Calle,Municipal,Se desconoce,14972
,No inventariada,Calle,Municipal,Se desconoce,14973
,CV-758,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,14974
,CV-920,Carretera Convencional de calzada única,Autonómica,Ambos,14975
,CV-9032,Carretera Convencional de calzada única,Municipal,Ascendente,14976
,CV-9032,Carretera Convencional de calzada única,Municipal,Ascendente,14977
,No inventariada,Calle,Municipal,Se desconoce,14978
CV-91,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,14979
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,14980
,No inventariada,Otro,Municipal,Se desconoce,14981
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,14982
CV-734,CV-734,Carretera Convencional de calzada única,Autonómica,Ascendente,14983
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,14984
,AP-7,Autopista libre,Estatal,Descendente,14985
,AP-7,Autopista libre,Estatal,Ascendente,14986
,CV-734,Carretera Convencional de calzada única,Autonómica,Ascendente,14987
,CV-91,Carretera Convencional de doble calzada,Autonómica,Ascendente,14988
,CV-895,Carretera Convencional de calzada única,Autonómica,Ascendente,14989
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,14990
,No inventariada,Camino vecinal,Municipal,Ascendente,14991
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14992
,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,14993
N-332,CV-91,Carretera Convencional de calzada única,Autonómica,Ambos,14994
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,14995
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14996
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,14997
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14998
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,14999
,No inventariada,Calle,Municipal,Se desconoce,15000
,No inventariada,Calle,Municipal,Se desconoce,15001
,No inventariada,Calle,Municipal,Se desconoce,15002
,No inventariada,Calle,Municipal,Se desconoce,15003
,No inventariada,Calle,Municipal,Se desconoce,15004
,No inventariada,Calle,Municipal,Se desconoce,15005
,No inventariada,Calle,Municipal,Se desconoce,15006
,No inventariada,Calle,Municipal,Se desconoce,15007
,No inventariada,Calle,Municipal,Se desconoce,15008
,No inventariada,Calle,Municipal,Se desconoce,15009
,No inventariada,Calle,Municipal,Se desconoce,15010
,No inventariada,Calle,Municipal,Se desconoce,15011
,CV-895,Carretera Convencional de calzada única,Autonómica,Descendente,15012
,No inventariada,Calle,Municipal,Se desconoce,15013
,No inventariada,Calle,Municipal,Se desconoce,15014
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,15015
,N-332,Vía para automóviles,Estatal,Descendente,15016
,N-332,Carretera Convencional de doble calzada,Estatal,Ascendente,15017
,No inventariada,Camino vecinal,Municipal,Ambos,15018
,CV-895,Carretera Convencional de calzada única,Autonómica,Ascendente,15019
,CV-845,Carretera Convencional de calzada única,Autonómica,Ascendente,15020
,CAMINO RIN,Camino vecinal,Municipal,Ambos,15021
,CV-845,Carretera Convencional de doble calzada,Autonómica,Descendente,15022
,CV-845,Carretera Convencional de calzada única,Autonómica,Ascendente,15023
,A-7,Autovía,Estatal,Descendente,15024
,A-7,Autovía,Estatal,Descendente,15025
,CV-80,Autovía,Estatal,Ascendente,15026
,No inventariada,Calle,Municipal,Se desconoce,15027
,No inventariada,Calle,Municipal,Se desconoce,15028
,No inventariada,Calle,Municipal,Se desconoce,15029
,No inventariada,Calle,Municipal,Se desconoce,15030
,CV-805,Carretera Convencional de calzada única,Autonómica,Ascendente,15031
,CV-806,Carretera Convencional de calzada única,Autonómica,Ascendente,15032
,No inventariada,Calle,Municipal,Se desconoce,15033
,No inventariada,Calle,Municipal,Se desconoce,15034
,No inventariada,Calle,Municipal,Se desconoce,15035
,No inventariada,Calle,Municipal,Se desconoce,15036
,No inventariada,Calle,Municipal,Se desconoce,15037
,No inventariada,Calle,Municipal,Se desconoce,15038
,CV-801,Carretera Convencional de calzada única,Autonómica,Ascendente,15039
,CV-801,Carretera Convencional de calzada única,Autonómica,Ascendente,15040
,No inventariada,Calle,Municipal,Se desconoce,15041
,No inventariada,Calle,Municipal,Se desconoce,15042
,No inventariada,Calle,Municipal,Se desconoce,15043
,CV-806,Carretera Convencional de calzada única,Autonómica,Descendente,15044
,No inventariada,Calle,Municipal,Se desconoce,15045
,No inventariada,Calle,Municipal,Se desconoce,15046
,No inventariada,Calle,Municipal,Se desconoce,15047
,No inventariada,Calle,Municipal,Se desconoce,15048
CV-806,A-7,Autovía,Estatal,Descendente,15049
CV-806,A-7,Ramal de enlace,Estatal,Descendente,15050
,CV-806,Carretera Convencional de calzada única,Autonómica,Descendente,15051
,No inventariada,Calle,Municipal,Se desconoce,15052
,No inventariada,Calle,Municipal,Se desconoce,15053
,No inventariada,Calle,Municipal,Se desconoce,15054
,CV-801,Carretera Convencional de calzada única,Autonómica,Ascendente,15055
,A-31,Autovía,Estatal,Ascendente,15056
,No inventariada,Calle,Municipal,Se desconoce,15057
,No inventariada,Calle,Municipal,Se desconoce,15058
,No inventariada,Calle,Municipal,Se desconoce,15059
,CV-806,Carretera Convencional de calzada única,Autonómica,Ascendente,15060
,A-7,Autovía,Estatal,Ascendente,15061
,CV-805,Carretera Convencional de calzada única,Autonómica,Descendente,15062
,CV-801,Carretera Convencional de calzada única,Autonómica,Descendente,15063
,No inventariada,Calle,Municipal,Se desconoce,15064
,No inventariada,Calle,Municipal,Se desconoce,15065
,No inventariada,Calle,Municipal,Se desconoce,15066
,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,15067
,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,15068
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,15069
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,15070
,CV-750,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,15071
,CV-749,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15072
,CV-750,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15073
,CV-736,Carretera Convencional de calzada única,Autonómica,Ascendente,15074
,CV-736,Carretera Convencional de calzada única,Autonómica,Ambos,15075
,CV-742,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15076
,CV-736,Carretera Convencional de calzada única,Autonómica,Ascendente,15077
,No inventariada,Calle,Municipal,Se desconoce,15078
,No inventariada,Calle,Municipal,Se desconoce,15079
,CV-734,Carretera Convencional de calzada única,Autonómica,Descendente,15080
,CV-742,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15081
,CV-742,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Ascendente,15082
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15083
,CV-747,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15084
,CV-740,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15085
,CV-742,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15086
,CV-734,Carretera Convencional de calzada única,Autonómica,Descendente,15087
,CV-742,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15088
,CV-734,Carretera Convencional de calzada única,Autonómica,Ascendente,15089
,CV-736,Carretera Convencional de calzada única,Autonómica,Ambos,15090
,No inventariada,Calle,Municipal,Se desconoce,15091
,No inventariada,Calle,Municipal,Se desconoce,15092
,CV-736,Carretera Convencional de calzada única,Autonómica,Descendente,15093
,CV-734,Carretera Convencional de calzada única,Autonómica,Ascendente,15094
,CV-734,Carretera Convencional de calzada única,Autonómica,Ascendente,15095
,CV-735,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,15096
CV-742,CV-740,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,15097
,CV-742,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15098
,CV-780,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,15099
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15100
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15101
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15102
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15103
,CV-810,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15104
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15105
,CV-810,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15106
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15107
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15108
,CV-780,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15109
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15110
,CV-780,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,15111
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15112
,CV-800,Carretera Convencional de calzada única,Autonómica,Ambos,15113
,CAMINO DEL,Camino vecinal,Municipal,Ascendente,15114
,CV-800,Carretera Convencional de calzada única,Autonómica,Ascendente,15115
,CV-800,Carretera Convencional de calzada única,Autonómica,Descendente,15116
,CV-800,Carretera Convencional de calzada única,Autonómica,Ambos,15117
,A-7,Autovía,Estatal,Ascendente,15118
,A-31,Autovía,Estatal,Ascendente,15119
,A-31,Ramal de enlace,Estatal,Ascendente,15120
,A-31,Autovía,Estatal,Descendente,15121
,A-31,Vía de servicio,Estatal,Descendente,15122
,A-31,Autovía,Estatal,Descendente,15123
,A-31,Autovía,Estatal,Descendente,15124
,A-31,Autovía,Estatal,Descendente,15125
,A-31,Autovía,Estatal,Ascendente,15126
,A-31,Autovía,Estatal,Ascendente,15127
,A-31,Autovía,Estatal,Ascendente,15128
,A-31,Autovía,Estatal,Ascendente,15129
,A-31,Autovía,Estatal,Descendente,15130
,A-31,Autovía,Estatal,Ascendente,15131
,A-31,Autovía,Estatal,Ascendente,15132
,A-31,Autovía,Estatal,Ascendente,15133
,A-31,Autovía,Estatal,Descendente,15134
,CV-847,Carretera Convencional de doble calzada,"Provincial, Cabildo/Consell",Descendente,15135
CV-831,CV-831,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,15136
,A-31,Autovía,Estatal,Descendente,15137
,A-31,Autovía,Estatal,Descendente,15138
,CV-820,Carretera Convencional de calzada única,Autonómica,Descendente,15139
,A-31,Autovía,Estatal,Ascendente,15140
,A-31,Autovía,Estatal,Ascendente,15141
,A-31,Autovía,Estatal,Ascendente,15142
,A-31,Autovía,Estatal,Descendente,15143
,A-31,Autovía,Estatal,Ascendente,15144
,A-31,Autovía,Estatal,Ascendente,15145
